customer_id,recency_days,frequency,monetary,state,customer_segment,R_Score,F_Score,M_Score,rfm_cell,rfm_score,rfm_segment,aov,clv_estimate
CUST_00561,27,7,3573.83,California,Corporate,4,3,5,435,12,Loyal Customers,510.55,4824.67
CUST_00562,258,3,913.77,Washington,Consumer,1,1,1,111,3,Lost Customers,304.59,1233.59
CUST_00563,247,4,3046.1000000000004,Colorado,Consumer,1,1,4,114,6,Lost Customers,761.53,4112.24
CUST_00564,17,3,466.53,New York,Consumer,5,1,1,511,7,Potential Loyalists,155.51,629.82
CUST_00565,73,3,1276.85,Washington,Consumer,3,1,2,312,6,Promising,425.62,1723.75
CUST_00566,108,5,1163.95,Texas,Consumer,2,2,2,222,6,Customers Needing Attention,232.79,1571.33
CUST_00567,5,9,1623.45,Ohio,Consumer,5,5,3,553,13,Champions,180.38,2191.66
CUST_00568,5,8,3770.64,Florida,Consumer,5,4,5,545,14,Champions,471.33,5090.36
CUST_00569,5,13,4205.1,Texas,Small Business,5,5,5,555,15,Champions,323.47,5676.89
CUST_00570,62,7,1572.64,Texas,Consumer,3,3,2,332,8,Loyal Customers,224.66,2123.06
CUST_00571,218,3,785.1,Texas,Consumer,1,1,1,111,3,Lost Customers,261.7,1059.88
CUST_00572,37,7,1484.32,Texas,Corporate,4,3,2,432,9,Loyal Customers,212.05,2003.83
CUST_00573,76,6,2185.86,North Carolina,Consumer,3,3,3,333,9,Loyal Customers,364.31,2950.91
CUST_00574,117,10,3559.15,New York,Consumer,2,5,5,255,12,At Risk,355.92,4804.85
CUST_00575,209,8,3803.7,Washington,Corporate,2,4,5,245,11,At Risk,475.46,5135.0
CUST_00576,379,4,1084.75,California,Small Business,1,1,2,112,4,Lost Customers,271.19,1464.41
CUST_00577,301,5,1757.87,California,Consumer,1,2,3,123,6,Hibernating,351.57,2373.12
CUST_00578,671,1,818.33,California,Small Business,1,1,1,111,3,Lost Customers,818.33,1104.75
CUST_00579,9,3,968.85,North Carolina,Consumer,5,1,1,511,7,Potential Loyalists,322.95,1307.95
CUST_00580,214,5,1352.1,California,Consumer,1,2,2,122,5,Hibernating,270.42,1825.34
CUST_00581,56,8,2042.77,New York,Consumer,3,4,3,343,10,Loyal Customers,255.35,2757.74
CUST_00582,161,4,251.4,California,Small Business,2,1,1,211,4,Customers Needing Attention,62.85,339.39
CUST_00583,14,5,1894.0900000000001,Ohio,Consumer,5,2,3,523,10,Potential Loyalists,378.82,2557.02
CUST_00584,27,7,1995.48,California,Consumer,4,3,3,433,10,Loyal Customers,285.07,2693.9
CUST_00585,127,9,2538.29,California,Consumer,2,5,4,254,11,At Risk,282.03,3426.69
CUST_00586,474,1,154.63,New York,Consumer,1,1,1,111,3,Lost Customers,154.63,208.75
CUST_00587,19,2,288.71999999999997,California,Consumer,5,1,1,511,7,Potential Loyalists,144.36,389.77
CUST_00588,370,3,1815.8400000000001,California,Consumer,1,1,3,113,5,Lost Customers,605.28,2451.38
CUST_00589,318,9,3375.7000000000003,Texas,Consumer,1,5,5,155,11,Can't Lose Them,375.08,4557.2
CUST_00590,445,1,129.79,North Carolina,Consumer,1,1,1,111,3,Lost Customers,129.79,175.22
CUST_00591,130,2,1336.89,New York,Consumer,2,1,2,212,5,Customers Needing Attention,668.44,1804.8
CUST_00592,8,4,636.41,Illinois,Consumer,5,1,1,511,7,Potential Loyalists,159.1,859.15
CUST_00593,66,11,3878.27,California,Consumer,3,5,5,355,13,Loyal Customers,352.57,5235.66
CUST_00594,8,4,761.5600000000001,Pennsylvania,Consumer,5,1,1,511,7,Potential Loyalists,190.39,1028.11
CUST_00595,95,7,3135.02,California,Corporate,2,4,5,245,11,At Risk,447.86,4232.28
CUST_00596,467,3,904.52,Washington,Consumer,1,1,1,111,3,Lost Customers,301.51,1221.1
CUST_00597,41,6,1222.54,New York,Consumer,4,3,2,432,9,Loyal Customers,203.76,1650.43
CUST_00598,19,7,668.64,California,Consumer,5,4,1,541,10,Champions,95.52,902.66
CUST_00599,127,5,3267.03,Pennsylvania,Consumer,2,2,5,225,9,Customers Needing Attention,653.41,4410.49
CUST_00600,40,5,1852.74,Texas,Consumer,4,2,3,423,9,Potential Loyalists,370.55,2501.2
CUST_00601,377,3,736.62,Texas,Consumer,1,1,1,111,3,Lost Customers,245.54,994.44
CUST_00602,43,5,1815.69,Illinois,Consumer,4,2,3,423,9,Potential Loyalists,363.14,2451.18
CUST_00603,285,4,1143.9499999999998,Washington,Consumer,1,1,2,112,4,Lost Customers,285.99,1544.33
CUST_00604,162,11,4925.11,Texas,Consumer,2,5,5,255,12,At Risk,447.74,6648.9
CUST_00605,32,8,2435.5299999999997,Massachusetts,Consumer,4,4,4,444,12,Champions,304.44,3287.97
CUST_00606,38,7,1025.76,Florida,Consumer,4,4,1,441,9,Champions,146.54,1384.78
CUST_00607,28,6,1333.98,Colorado,Consumer,4,3,2,432,9,Loyal Customers,222.33,1800.87
CUST_00608,48,5,684.8,Florida,Consumer,3,2,1,321,6,Promising,136.96,924.48
CUST_00609,207,8,1753.27,Texas,Consumer,2,4,3,243,9,At Risk,219.16,2366.91
CUST_00610,108,6,1934.42,Pennsylvania,Consumer,2,3,3,233,8,At Risk,322.4,2611.47
CUST_00611,29,8,2524.48,New York,Consumer,4,4,4,444,12,Champions,315.56,3408.05
CUST_00612,23,8,3754.13,Texas,Corporate,4,4,5,445,13,Champions,469.27,5068.08
CUST_00613,443,6,1615.3700000000001,Illinois,Consumer,1,3,3,133,7,Hibernating,269.23,2180.75
CUST_00614,135,7,1664.22,New York,Consumer,2,4,3,243,9,At Risk,237.75,2246.7
CUST_00615,157,8,1415.31,Georgia,Corporate,2,4,2,242,8,At Risk,176.91,1910.67
CUST_00616,238,4,3533.4500000000003,Florida,Small Business,1,1,5,115,7,Lost Customers,883.36,4770.16
CUST_00617,55,9,2640.15,North Carolina,Consumer,3,5,4,354,12,Loyal Customers,293.35,3564.2
CUST_00618,21,5,1684.06,California,Consumer,4,2,3,423,9,Potential Loyalists,336.81,2273.48
CUST_00619,37,8,2870.98,New York,Corporate,4,4,4,444,12,Champions,358.87,3875.82
CUST_00620,23,10,2354.37,California,Corporate,4,5,4,454,13,Champions,235.44,3178.4
CUST_00621,226,7,2488.93,Florida,Consumer,1,4,4,144,9,Can't Lose Them,355.56,3360.06
CUST_00622,42,7,3638.42,Illinois,Consumer,4,4,5,445,13,Champions,519.77,4911.87
CUST_00623,40,1,138.1,Texas,Consumer,4,1,1,411,6,Potential Loyalists,138.1,186.44
CUST_00624,16,11,3436.5699999999997,New York,Consumer,5,5,5,555,15,Champions,312.42,4639.37
CUST_00625,35,6,4858.2,Colorado,Consumer,4,3,5,435,12,Loyal Customers,809.7,6558.57
CUST_00626,63,4,3648.53,New York,Consumer,3,1,5,315,9,Promising,912.13,4925.52
CUST_00627,68,7,1168.22,Colorado,Consumer,3,4,2,342,9,Loyal Customers,166.89,1577.1
CUST_00628,104,6,1107.56,New York,Corporate,2,3,2,232,7,At Risk,184.59,1495.21
CUST_00629,34,8,3291.86,California,Consumer,4,4,5,445,13,Champions,411.48,4444.01
CUST_00630,14,5,2244.83,California,Consumer,5,2,4,524,11,Potential Loyalists,448.97,3030.52
CUST_00631,38,8,1877.0,Massachusetts,Corporate,4,4,3,443,11,Champions,234.62,2533.95
CUST_00632,40,9,1351.09,Florida,Corporate,4,5,2,452,11,Champions,150.12,1823.97
CUST_00633,120,4,1067.3,Colorado,Consumer,2,1,2,212,5,Customers Needing Attention,266.82,1440.86
CUST_00634,44,13,2608.71,New York,Consumer,3,5,4,354,12,Loyal Customers,200.67,3521.76
CUST_00635,4,5,2153.87,New York,Consumer,5,2,3,523,10,Potential Loyalists,430.77,2907.72
CUST_00636,32,8,1640.7,New York,Consumer,4,4,3,443,11,Champions,205.09,2214.95
CUST_00637,295,4,1906.48,California,Consumer,1,1,3,113,5,Lost Customers,476.62,2573.75
CUST_00638,18,8,1939.93,California,Consumer,5,4,3,543,12,Champions,242.49,2618.91
CUST_00639,15,11,3170.29,Colorado,Consumer,5,5,5,555,15,Champions,288.21,4279.89
CUST_00640,171,3,552.84,New York,Consumer,2,1,1,211,4,Customers Needing Attention,184.28,746.33
CUST_00641,114,7,3456.79,Texas,Consumer,2,4,5,245,11,At Risk,493.83,4666.67
CUST_00642,13,8,2700.54,Pennsylvania,Consumer,5,4,4,544,13,Champions,337.57,3645.73
CUST_00643,55,7,1813.01,Texas,Consumer,3,4,3,343,10,Loyal Customers,259.0,2447.56
CUST_00644,32,4,1042.01,Florida,Consumer,4,1,2,412,7,Potential Loyalists,260.5,1406.71
CUST_00645,181,7,1082.85,California,Consumer,2,4,2,242,8,At Risk,154.69,1461.85
CUST_00646,34,11,3690.54,Texas,Corporate,4,5,5,455,14,Champions,335.5,4982.23
CUST_00647,2,5,1470.65,Georgia,Consumer,5,2,2,522,9,Potential Loyalists,294.13,1985.38
CUST_00648,8,6,1127.44,California,Consumer,5,3,2,532,10,Loyal Customers,187.91,1522.04
CUST_00649,34,8,4033.46,Georgia,Corporate,4,4,5,445,13,Champions,504.18,5445.17
CUST_00650,29,2,690.74,Ohio,Consumer,4,1,1,411,6,Potential Loyalists,345.37,932.5
CUST_00651,157,8,4523.1900000000005,Pennsylvania,Consumer,2,4,5,245,11,At Risk,565.4,6106.31
CUST_00652,9,4,1560.0700000000002,North Carolina,Consumer,5,1,2,512,8,Potential Loyalists,390.02,2106.09
CUST_00653,12,8,1445.81,Texas,Consumer,5,4,2,542,11,Champions,180.73,1951.84
CUST_00654,52,7,1411.41,Texas,Corporate,3,4,2,342,9,Loyal Customers,201.63,1905.4
CUST_00655,236,4,554.06,Pennsylvania,Consumer,1,1,1,111,3,Lost Customers,138.51,747.98
CUST_00656,26,7,2095.8199999999997,Texas,Consumer,4,4,3,443,11,Champions,299.4,2829.36
CUST_00657,52,6,2321.42,Texas,Consumer,3,3,4,334,10,Loyal Customers,386.9,3133.92
CUST_00658,280,1,195.46,Texas,Consumer,1,1,1,111,3,Lost Customers,195.46,263.87
CUST_00659,40,8,2741.01,Texas,Consumer,4,4,4,444,12,Champions,342.63,3700.36
CUST_00660,36,7,3448.63,Illinois,Consumer,4,4,5,445,13,Champions,492.66,4655.65
CUST_00661,33,4,541.27,California,Consumer,4,1,1,411,6,Potential Loyalists,135.32,730.71
CUST_00662,60,9,2369.09,New York,Small Business,3,5,4,354,12,Loyal Customers,263.23,3198.27
CUST_00663,39,6,2390.3900000000003,Ohio,Consumer,4,3,4,434,11,Loyal Customers,398.4,3227.03
CUST_00664,60,4,454.4,California,Consumer,3,1,1,311,5,Promising,113.6,613.44
CUST_00665,118,3,984.01,Texas,Consumer,2,1,1,211,4,Customers Needing Attention,328.0,1328.41
CUST_00666,32,7,3722.02,California,Consumer,4,4,5,445,13,Champions,531.72,5024.73
CUST_00667,39,8,3769.21,New York,Consumer,4,4,5,445,13,Champions,471.15,5088.43
CUST_00668,572,2,291.6,California,Consumer,1,1,1,111,3,Lost Customers,145.8,393.66
CUST_00669,285,3,1093.68,New York,Consumer,1,1,2,112,4,Lost Customers,364.56,1476.47
CUST_00670,31,8,5406.9400000000005,California,Consumer,4,4,5,445,13,Champions,675.87,7299.37
CUST_00671,10,6,2866.14,New York,Consumer,5,3,4,534,12,Loyal Customers,477.69,3869.29
CUST_00672,34,5,1082.97,New York,Corporate,4,2,2,422,8,Potential Loyalists,216.59,1462.01
CUST_00673,32,7,1611.0,Illinois,Consumer,4,4,2,442,10,Champions,230.14,2174.85
CUST_00674,10,6,1726.1599999999999,Washington,Consumer,5,3,3,533,11,Loyal Customers,287.69,2330.32
CUST_00675,68,5,2203.7799999999997,Massachusetts,Consumer,3,2,3,323,8,Promising,440.76,2975.1
CUST_00676,32,8,3939.4500000000003,Texas,Small Business,4,4,5,445,13,Champions,492.43,5318.26
CUST_00677,220,5,1474.44,California,Consumer,1,2,2,122,5,Hibernating,294.89,1990.49
CUST_00678,72,7,1931.69,Texas,Consumer,3,4,3,343,10,Loyal Customers,275.96,2607.78
CUST_00679,33,9,3249.64,Pennsylvania,Small Business,4,5,5,455,14,Champions,361.07,4387.01
CUST_00680,60,8,1407.5900000000001,Texas,Corporate,3,4,2,342,9,Loyal Customers,175.95,1900.25
CUST_00681,4,8,3183.09,California,Corporate,5,4,5,545,14,Champions,397.89,4297.17
CUST_00682,187,4,926.26,California,Consumer,2,1,1,211,4,Customers Needing Attention,231.56,1250.45
CUST_00683,6,6,1517.62,California,Consumer,5,3,2,532,10,Loyal Customers,252.94,2048.79
CUST_00684,61,8,2102.33,California,Consumer,3,4,3,343,10,Loyal Customers,262.79,2838.15
CUST_00685,6,8,3621.26,Georgia,Small Business,5,4,5,545,14,Champions,452.66,4888.7
CUST_00686,158,5,391.22,Massachusetts,Consumer,2,2,1,221,5,Customers Needing Attention,78.24,528.15
CUST_00687,66,4,262.88,New York,Consumer,3,1,1,311,5,Promising,65.72,354.89
CUST_00688,101,9,3265.8199999999997,Texas,Consumer,2,5,5,255,12,At Risk,362.87,4408.86
CUST_00689,17,3,2130.44,Florida,Corporate,5,1,3,513,9,Potential Loyalists,710.15,2876.09
CUST_00690,1,7,1519.96,New York,Consumer,5,4,2,542,11,Champions,217.14,2051.95
CUST_00691,216,7,4584.67,Massachusetts,Consumer,1,4,5,145,10,Can't Lose Them,654.95,6189.3
CUST_00692,30,10,4727.0599999999995,California,Consumer,4,5,5,455,14,Champions,472.71,6381.53
CUST_00693,289,5,610.55,Pennsylvania,Consumer,1,2,1,121,4,Hibernating,122.11,824.24
CUST_00694,295,5,1577.6399999999999,Texas,Consumer,1,2,2,122,5,Hibernating,315.53,2129.81
CUST_00695,313,6,790.72,California,Consumer,1,3,1,131,5,Hibernating,131.79,1067.47
CUST_00696,43,6,1119.46,Texas,Consumer,4,3,2,432,9,Loyal Customers,186.58,1511.27
CUST_00697,29,5,2152.2799999999997,Florida,Consumer,4,2,3,423,9,Potential Loyalists,430.46,2905.58
CUST_00698,32,10,2654.56,Texas,Consumer,4,5,4,454,13,Champions,265.46,3583.66
CUST_00699,98,9,2818.2,Ohio,Consumer,2,5,4,254,11,At Risk,313.13,3804.57
CUST_00700,46,7,2779.36,Washington,Consumer,3,4,4,344,11,Loyal Customers,397.05,3752.14
CUST_00701,77,6,1973.04,Florida,Consumer,3,3,3,333,9,Loyal Customers,328.84,2663.6
CUST_00702,8,3,1996.7299999999998,Texas,Consumer,5,1,3,513,9,Potential Loyalists,665.58,2695.59
CUST_00703,164,2,1042.35,Texas,Consumer,2,1,2,212,5,Customers Needing Attention,521.17,1407.17
CUST_00704,196,2,272.03000000000003,Pennsylvania,Consumer,2,1,1,211,4,Customers Needing Attention,136.02,367.24
CUST_00705,176,5,726.3,Pennsylvania,Consumer,2,2,1,221,5,Customers Needing Attention,145.26,980.5
CUST_00706,67,7,1423.43,Ohio,Small Business,3,4,2,342,9,Loyal Customers,203.35,1921.63
CUST_00707,45,7,1565.26,Massachusetts,Consumer,3,4,2,342,9,Loyal Customers,223.61,2113.1
CUST_00708,226,6,3857.38,California,Corporate,1,3,5,135,9,Hibernating,642.9,5207.46
CUST_00709,9,8,1189.04,Florida,Consumer,5,4,2,542,11,Champions,148.63,1605.2
CUST_00710,14,11,4463.45,California,Consumer,5,5,5,555,15,Champions,405.77,6025.66
CUST_00711,232,6,2546.36,Washington,Corporate,1,3,4,134,8,Hibernating,424.39,3437.59
CUST_00712,116,10,7536.9,Texas,Consumer,2,5,5,255,12,At Risk,753.69,10174.82
CUST_00713,31,6,2244.65,North Carolina,Consumer,4,3,4,434,11,Loyal Customers,374.11,3030.28
CUST_00714,64,8,2824.58,Texas,Consumer,3,4,4,344,11,Loyal Customers,353.07,3813.18
CUST_00715,96,6,4935.46,Massachusetts,Consumer,2,3,5,235,10,At Risk,822.58,6662.87
CUST_00716,41,5,1784.18,North Carolina,Small Business,4,2,3,423,9,Potential Loyalists,356.84,2408.64
CUST_00717,40,7,3115.3700000000003,New York,Corporate,4,4,5,445,13,Champions,445.05,4205.75
CUST_00718,201,6,1714.51,Texas,Small Business,2,3,3,233,8,At Risk,285.75,2314.59
CUST_00719,26,3,909.62,Georgia,Consumer,4,1,1,411,6,Potential Loyalists,303.21,1227.99
CUST_00720,8,6,2745.83,New York,Corporate,5,3,4,534,12,Loyal Customers,457.64,3706.87
CUST_00721,35,9,4482.58,California,Small Business,4,5,5,455,14,Champions,498.06,6051.48
CUST_00722,15,6,1597.92,Massachusetts,Consumer,5,3,2,532,10,Loyal Customers,266.32,2157.19
CUST_00723,48,5,2339.45,North Carolina,Consumer,3,2,4,324,9,Promising,467.89,3158.26
CUST_00724,60,5,1829.1499999999999,North Carolina,Corporate,3,2,3,323,8,Promising,365.83,2469.35
CUST_00725,280,5,970.9399999999999,New York,Consumer,1,2,1,121,4,Hibernating,194.19,1310.77
CUST_00726,509,2,401.23,New York,Corporate,1,1,1,111,3,Lost Customers,200.62,541.66
CUST_00727,132,5,1332.0700000000002,Florida,Consumer,2,2,2,222,6,Customers Needing Attention,266.41,1798.29
CUST_00728,331,4,1169.56,Florida,Corporate,1,1,2,112,4,Lost Customers,292.39,1578.91
CUST_00729,22,13,4357.91,Pennsylvania,Consumer,4,5,5,455,14,Champions,335.22,5883.18
CUST_00730,11,3,806.26,Massachusetts,Consumer,5,1,1,511,7,Potential Loyalists,268.75,1088.45
CUST_00731,30,9,2967.37,Massachusetts,Consumer,4,5,4,454,13,Champions,329.71,4005.95
CUST_00732,83,7,1978.58,Texas,Corporate,3,4,3,343,10,Loyal Customers,282.65,2671.08
CUST_00733,193,6,1158.25,Washington,Consumer,2,3,2,232,7,At Risk,193.04,1563.64
CUST_00734,56,7,1443.8999999999999,Florida,Consumer,3,4,2,342,9,Loyal Customers,206.27,1949.26
CUST_00735,929,1,38.92,Texas,Consumer,1,1,1,111,3,Lost Customers,38.92,52.54
CUST_00736,54,8,5394.56,Illinois,Corporate,3,4,5,345,12,Loyal Customers,674.32,7282.66
CUST_00737,43,6,1337.35,California,Consumer,4,3,2,432,9,Loyal Customers,222.89,1805.42
CUST_00738,17,3,1546.97,Georgia,Corporate,5,1,2,512,8,Potential Loyalists,515.66,2088.41
CUST_00739,277,3,1168.0900000000001,California,Consumer,1,1,2,112,4,Lost Customers,389.36,1576.92
CUST_00740,25,7,2780.79,Florida,Consumer,4,4,4,444,12,Champions,397.26,3754.07
CUST_00741,24,2,341.45,New York,Consumer,4,1,1,411,6,Potential Loyalists,170.72,460.96
CUST_00742,65,9,2040.24,Texas,Consumer,3,5,3,353,11,Loyal Customers,226.69,2754.32
CUST_00743,43,6,1910.73,Texas,Corporate,4,3,3,433,10,Loyal Customers,318.46,2579.49
CUST_00744,75,6,1325.47,Washington,Consumer,3,3,2,332,8,Loyal Customers,220.91,1789.38
CUST_00745,88,8,3450.61,Washington,Consumer,3,4,5,345,12,Loyal Customers,431.33,4658.32
CUST_00746,67,8,2644.85,New York,Corporate,3,4,4,344,11,Loyal Customers,330.61,3570.55
CUST_00747,43,6,767.04,Washington,Consumer,4,3,1,431,8,Loyal Customers,127.84,1035.5
CUST_00748,58,4,940.22,Texas,Consumer,3,1,1,311,5,Promising,235.06,1269.3
CUST_00749,16,9,3667.05,Washington,Small Business,5,5,5,555,15,Champions,407.45,4950.52
CUST_00750,404,5,2236.88,California,Consumer,1,2,4,124,7,Hibernating,447.38,3019.79
CUST_00751,19,10,3994.63,California,Consumer,5,5,5,555,15,Champions,399.46,5392.75
CUST_00752,246,2,163.24,Texas,Small Business,1,1,1,111,3,Lost Customers,81.62,220.37
CUST_00753,13,5,2308.66,Florida,Consumer,5,2,4,524,11,Potential Loyalists,461.73,3116.69
CUST_00754,89,3,1867.0900000000001,California,Consumer,3,1,3,313,7,Promising,622.36,2520.57
CUST_00755,224,3,1176.78,New York,Consumer,1,1,2,112,4,Lost Customers,392.26,1588.65
CUST_00756,143,5,1884.43,California,Corporate,2,2,3,223,7,Customers Needing Attention,376.89,2543.98
CUST_00757,92,10,3626.55,Florida,Consumer,3,5,5,355,13,Loyal Customers,362.66,4895.84
CUST_00758,21,8,1790.18,Massachusetts,Consumer,4,4,3,443,11,Champions,223.77,2416.74
CUST_00759,32,6,2703.1,Texas,Corporate,4,3,4,434,11,Loyal Customers,450.52,3649.18
CUST_00760,195,4,1114.87,Massachusetts,Corporate,2,1,2,212,5,Customers Needing Attention,278.72,1505.07
CUST_00761,48,8,3292.9300000000003,North Carolina,Consumer,3,4,5,345,12,Loyal Customers,411.62,4445.46
CUST_00762,36,7,1606.94,Florida,Consumer,4,4,2,442,10,Champions,229.56,2169.37
CUST_00763,22,8,1404.49,California,Consumer,4,4,2,442,10,Champions,175.56,1896.06
CUST_00764,22,11,3538.42,Florida,Corporate,4,5,5,455,14,Champions,321.67,4776.87
CUST_00765,245,8,3739.7599999999998,New York,Consumer,1,4,5,145,10,Can't Lose Them,467.47,5048.68
CUST_00766,241,8,1277.56,Massachusetts,Consumer,1,4,2,142,7,Can't Lose Them,159.7,1724.71
CUST_00767,423,3,1276.22,California,Corporate,1,1,2,112,4,Lost Customers,425.41,1722.9
CUST_00768,92,6,2598.9700000000003,Florida,Corporate,3,3,4,334,10,Loyal Customers,433.16,3508.61
CUST_00769,42,13,6723.5,California,Consumer,4,5,5,455,14,Champions,517.19,9076.72
CUST_00770,59,8,3518.79,Illinois,Corporate,3,4,5,345,12,Loyal Customers,439.85,4750.37
CUST_00771,48,9,1906.1,Pennsylvania,Consumer,3,5,3,353,11,Loyal Customers,211.79,2573.24
CUST_00772,46,9,3074.51,Florida,Corporate,3,5,4,354,12,Loyal Customers,341.61,4150.59
CUST_00773,65,6,845.1999999999999,Florida,Consumer,3,3,1,331,7,Loyal Customers,140.87,1141.02
CUST_00774,77,5,1275.8,Florida,Consumer,3,2,2,322,7,Promising,255.16,1722.33
CUST_00775,438,2,63.58,California,Corporate,1,1,1,111,3,Lost Customers,31.79,85.83
CUST_00776,45,3,524.19,Florida,Consumer,3,1,1,311,5,Promising,174.73,707.66
CUST_00777,256,5,2137.2799999999997,Florida,Consumer,1,2,3,123,6,Hibernating,427.46,2885.33
CUST_00778,227,6,1160.18,New York,Corporate,1,3,2,132,6,Hibernating,193.36,1566.24
CUST_00779,197,2,403.63,California,Corporate,2,1,1,211,4,Customers Needing Attention,201.82,544.9
CUST_00780,270,6,2478.2400000000002,New York,Consumer,1,3,4,134,8,Hibernating,413.04,3345.62
CUST_00781,39,4,654.29,Florida,Consumer,4,1,1,411,6,Potential Loyalists,163.57,883.29
CUST_00782,12,6,2490.52,New York,Consumer,5,3,4,534,12,Loyal Customers,415.09,3362.2
CUST_00783,19,5,909.84,Colorado,Consumer,5,2,1,521,8,Potential Loyalists,181.97,1228.28
CUST_00784,424,7,2187.88,California,Consumer,1,4,3,143,8,Can't Lose Them,312.55,2953.64
CUST_00785,39,8,5275.650000000001,Illinois,Consumer,4,4,5,445,13,Champions,659.46,7122.13
CUST_00786,548,3,578.89,Colorado,Small Business,1,1,1,111,3,Lost Customers,192.96,781.5
CUST_00787,256,10,3451.21,Texas,Consumer,1,5,5,155,11,Can't Lose Them,345.12,4659.13
CUST_00788,59,9,2485.5,Georgia,Consumer,3,5,4,354,12,Loyal Customers,276.17,3355.42
CUST_00789,2,11,3221.57,Georgia,Consumer,5,5,5,555,15,Champions,292.87,4349.12
CUST_00790,15,9,4216.31,California,Small Business,5,5,5,555,15,Champions,468.48,5692.02
CUST_00791,368,5,1608.01,California,Consumer,1,2,2,122,5,Hibernating,321.6,2170.81
CUST_00792,35,4,523.1800000000001,California,Consumer,4,1,1,411,6,Potential Loyalists,130.8,706.29
CUST_00793,176,3,1125.77,Texas,Consumer,2,1,2,212,5,Customers Needing Attention,375.26,1519.79
CUST_00794,15,6,2341.13,New York,Consumer,5,3,4,534,12,Loyal Customers,390.19,3160.53
CUST_00795,113,10,4871.74,Florida,Consumer,2,5,5,255,12,At Risk,487.17,6576.85
CUST_00796,1,6,1465.48,Florida,Corporate,5,3,2,532,10,Loyal Customers,244.25,1978.4
CUST_00797,14,8,2115.89,North Carolina,Small Business,5,4,3,543,12,Champions,264.49,2856.45
CUST_00798,19,11,3006.11,Illinois,Consumer,5,5,4,554,14,Champions,273.28,4058.25
CUST_00799,58,7,999.72,Texas,Consumer,3,4,1,341,8,Loyal Customers,142.82,1349.62
CUST_00800,23,9,2627.16,Texas,Small Business,4,5,4,454,13,Champions,291.91,3546.67
CUST_00801,75,6,1622.87,North Carolina,Corporate,3,3,3,333,9,Loyal Customers,270.48,2190.87
CUST_00802,160,6,3490.13,California,Consumer,2,3,5,235,10,At Risk,581.69,4711.68
CUST_00803,53,3,1393.3400000000001,California,Consumer,3,1,2,312,6,Promising,464.45,1881.01
CUST_00804,5,8,788.37,California,Consumer,5,4,1,541,10,Champions,98.55,1064.3
CUST_00805,208,3,604.41,Colorado,Consumer,2,1,1,211,4,Customers Needing Attention,201.47,815.95
CUST_00806,116,5,1722.73,Florida,Corporate,2,2,3,223,7,Customers Needing Attention,344.55,2325.69
CUST_00807,32,6,1526.71,California,Small Business,4,3,2,432,9,Loyal Customers,254.45,2061.06
CUST_00808,34,8,2515.48,North Carolina,Small Business,4,4,4,444,12,Champions,314.44,3395.9
CUST_00809,255,6,2015.3,New York,Consumer,1,3,3,133,7,Hibernating,335.88,2720.66
CUST_00810,59,7,1858.49,New York,Consumer,3,4,3,343,10,Loyal Customers,265.5,2508.96
CUST_00811,7,3,2574.93,Pennsylvania,Small Business,5,1,4,514,10,Potential Loyalists,858.31,3476.16
CUST_00812,52,2,1360.96,Florida,Corporate,3,1,2,312,6,Promising,680.48,1837.3
CUST_00813,50,8,1353.43,Georgia,Consumer,3,4,2,342,9,Loyal Customers,169.18,1827.13
CUST_00814,57,4,1243.97,Ohio,Small Business,3,1,2,312,6,Promising,310.99,1679.36
CUST_00815,279,9,2891.85,Illinois,Corporate,1,5,4,154,10,Can't Lose Them,321.32,3904.0
CUST_00816,7,9,2483.0299999999997,California,Consumer,5,5,4,554,14,Champions,275.89,3352.09
CUST_00817,18,7,2834.39,New York,Consumer,5,4,4,544,13,Champions,404.91,3826.43
CUST_00818,126,6,2977.85,New York,Consumer,2,3,4,234,9,At Risk,496.31,4020.1
CUST_00819,34,5,898.44,Florida,Consumer,4,2,1,421,7,Potential Loyalists,179.69,1212.89
CUST_00820,43,7,2561.24,New York,Consumer,4,4,4,444,12,Champions,365.89,3457.67
CUST_00821,20,6,3549.16,Washington,Corporate,4,3,5,435,12,Loyal Customers,591.53,4791.37
CUST_00822,284,4,1817.16,New York,Consumer,1,1,3,113,5,Lost Customers,454.29,2453.17
CUST_00823,2,8,4192.17,New York,Consumer,5,4,5,545,14,Champions,524.02,5659.43
CUST_00824,26,7,1457.44,Washington,Consumer,4,4,2,442,10,Champions,208.21,1967.54
CUST_00825,85,7,1895.26,California,Consumer,3,4,3,343,10,Loyal Customers,270.75,2558.6
CUST_00826,171,4,1611.8799999999999,New York,Small Business,2,1,2,212,5,Customers Needing Attention,402.97,2176.04
CUST_00827,17,6,2237.69,Florida,Consumer,5,3,4,534,12,Loyal Customers,372.95,3020.88
CUST_00828,4,8,3549.54,Texas,Consumer,5,4,5,545,14,Champions,443.69,4791.88
CUST_00829,17,11,2183.4700000000003,Texas,Corporate,5,5,3,553,13,Champions,198.5,2947.68
CUST_00830,205,5,2244.24,Pennsylvania,Consumer,2,2,4,224,8,Customers Needing Attention,448.85,3029.72
CUST_00831,119,4,933.42,Massachusetts,Consumer,2,1,1,211,4,Customers Needing Attention,233.36,1260.12
CUST_00832,20,6,2221.6,New York,Consumer,4,3,4,434,11,Loyal Customers,370.27,2999.16
